Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,436
Flevoland,317
Friesland,564
Gelderland,1569
Groningen,510
Limburg,926
Noord-Holland,2471
North Brabant,1989
Overijssel,931
Sint Maarten,≤100
Unknown,≤100
Utrecht,1116
Zeeland,293
Zuid-Holland,3090
